Cochrane Review ID,Author(s),Title,Source,Year,Abstract,Issue,Publisher,ISSN,Keywords,DOI,URL,Cochrane Review Group Code
"CD005390.PUB2","Figueredo, A; Coombes, ME; Mukherjee, S","Adjuvant Therapy for completely resected Stage II Colon Cancer","Cochrane Database of Systematic Reviews","2008",,"3","John Wiley & Sons, Ltd","1465-1858","Antineoplastic Combined Chemotherapy Protocols [*therapeutic use]; Chemotherapy, Adjuvant; Colonic Neoplasms [pathology, *therapy]; Humans; Immunotherapy; Neoplasm Staging; Randomized Controlled Trials as Topic","10.1002/14651858.CD005390.pub2","http://dx.doi.org/10.1002/14651858.CD005390.pub2","Colorectal"
"CD005393.PUB2","Lumb, KJ; Colquhoun, PH; Malthaner, R; Jayaraman, S","Stapled versus conventional surgery for hemorrhoids","Cochrane Database of Systematic Reviews","2006",,"4","John Wiley & Sons, Ltd","1465-1858","*Surgical Stapling [adverse effects]; Hemorrhoids [*surgery]; Humans; Prolapse; Randomized Controlled Trials as Topic; Recurrence","10.1002/14651858.CD005393.pub2","http://dx.doi.org/10.1002/14651858.CD005393.pub2","Colorectal"
"CD005391.PUB3","Archampong, D; Borowski, D; Wille‐Jørgensen, P; Iversen, LH","Workload and surgeon´s specialty for outcome after colorectal cancer surgery","Cochrane Database of Systematic Reviews","2012",,"3","John Wiley & Sons, Ltd","1465-1858","Colonic Neoplasms [mortality, surgery]; Colorectal Neoplasms [*mortality, surgery]; Colorectal Surgery [*mortality, statistics & numerical data]; Hospitals [statistics & numerical data]; Humans; Outcome Assessment, Health Care [*statistics & numerical data]; Rectal Neoplasms [mortality, surgery]; Risk Adjustment; Surgical Stomas [statistics & numerical data]; Survival Analysis; Workload [*statistics & numerical data]","10.1002/14651858.CD005391.pub3","http://dx.doi.org/10.1002/14651858.CD005391.pub3","Colorectal"
"CD005397.PUB4","McDonnell, MN; Hillier, SL","Vestibular rehabilitation for unilateral peripheral vestibular dysfunction","Cochrane Database of Systematic Reviews","2015",,"1","John Wiley & Sons, Ltd","1465-1858","*Vestibule, Labyrinth [physiopathology]; Adult; Dizziness [rehabilitation]; Exercise Movement Techniques; Humans; Postural Balance; Randomized Controlled Trials as Topic; Sensation Disorders [rehabilitation]; Vertigo [rehabilitation]; Vestibular Diseases [physiopathology, *rehabilitation]","10.1002/14651858.CD005397.pub4","http://dx.doi.org/10.1002/14651858.CD005397.pub4","ENT"
"CD008262.PUB2","Bleakley, C; McDonough, S; Gardner, E; Baxter, GD; Hopkins, JT; Davison, GW","Cold‐water immersion (cryotherapy) for preventing and treating muscle soreness after exercise","Cochrane Database of Systematic Reviews","2012",,"2","John Wiley & Sons, Ltd","1465-1858","*Immersion; Cryotherapy [*methods]; Exercise [*physiology]; Humans; Muscular Diseases [prevention & control, *therapy]; Pain Management [*methods]; Pain [prevention & control]; Randomized Controlled Trials as Topic","10.1002/14651858.CD008262.pub2","http://dx.doi.org/10.1002/14651858.CD008262.pub2","Bone, Joint and Muscle Trauma"
"CD012202.PUB2","Brown, J; Ceysens, G; Boulvain, M","Exercise for pregnant women with gestational diabetes for improving maternal and fetal outcomes","Cochrane Database of Systematic Reviews","2017",,"6","John Wiley & Sons, Ltd","1465-1858","Adult; Body Mass Index; Cesarean Section; Diabetes, Gestational [*therapy]; Dystocia [epidemiology]; Exercise Therapy [*methods]; Female; Humans; Hypoglycemia [epidemiology]; Infant; Infant, Newborn; Labor, Induced [statistics & numerical data]; Perinatal Mortality; Pregnancy; Pre‐Eclampsia [epidemiology]; Randomized Controlled Trials as Topic","10.1002/14651858.CD012202.pub2","http://dx.doi.org/10.1002/14651858.CD012202.pub2","Pregnancy and Childbirth"
"CD008076.PUB2","Kamal, AK; Naqvi, I; Husain, MR; Khealani, BA","Cilostazol versus aspirin for secondary prevention of vascular events after stroke of arterial origin","Cochrane Database of Systematic Reviews","2011",,"1","John Wiley & Sons, Ltd","1465-1858","Asian Continental Ancestry Group; Aspirin [adverse effects, *therapeutic use]; Brain Ischemia [complications]; Cause of Death; Cilostazol; Gastrointestinal Hemorrhage [chemically induced]; Humans; Myocardial Infarction [*prevention & control]; Platelet Aggregation Inhibitors [adverse effects, *therapeutic use]; Randomized Controlled Trials as Topic; Secondary Prevention [*methods]; Stroke [*complications, ethnology, prevention & control]; Tetrazoles [adverse effects, *therapeutic use]","10.1002/14651858.CD008076.pub2","http://dx.doi.org/10.1002/14651858.CD008076.pub2","Stroke"
"CD005644.PUB2","Nwachukwu, CE; Okebe, JU","Antimotility agents for chronic diarrhoea in people with HIV/AIDS","Cochrane Database of Systematic Reviews","2008",,"4","John Wiley & Sons, Ltd","1465-1858","Acquired Immunodeficiency Syndrome [complications, drug therapy]; Adult; Antidiarrheals [*therapeutic use]; Chronic Disease; Diarrhea [*drug therapy]; Gastrointestinal Transit [drug effects]; HIV Infections [*complications, drug therapy]; Humans; Immunocompromised Host; Magnesium Compounds [*therapeutic use]; Silicon Compounds [*therapeutic use]","10.1002/14651858.CD005644.pub2","http://dx.doi.org/10.1002/14651858.CD005644.pub2","HIV/AIDS"
"CD005646.PUB2","Lin, D; Li, WK; Rieder, MJ","Cotrimoxazole for prophylaxis or treatment of opportunistic infections of HIV/AIDS in patients with previous history of hypersensitivity to cotrimoxazole","Cochrane Database of Systematic Reviews","2007",,"2","John Wiley & Sons, Ltd","1465-1858","AIDS-Related Opportunistic Infections [*drug therapy]; Anti-Infective Agents [adverse effects, *therapeutic use]; Desensitization, Immunologic; Drug Hypersensitivity [etiology, immunology]; Humans; Randomized Controlled Trials as Topic; Trimethoprim, Sulfamethoxazole Drug Combination [adverse effects, *therapeutic use]","10.1002/14651858.CD005646.pub2","http://dx.doi.org/10.1002/14651858.CD005646.pub2","HIV/AIDS"
"CD005641.PUB3","Gurusamy, KS; Koti, R; Davidson, BR","T‐tube drainage versus primary closure after laparoscopic common bile duct exploration","Cochrane Database of Systematic Reviews","2013",,"6","John Wiley & Sons, Ltd","1465-1858","Choledocholithiasis [*surgery]; Common Bile Duct [*surgery]; Drainage [*adverse effects, *instrumentation]; Humans; Laparoscopy [adverse effects, *methods]; Length of Stay; Randomized Controlled Trials as Topic","10.1002/14651858.CD005641.pub3","http://dx.doi.org/10.1002/14651858.CD005641.pub3","Hepato-Biliary"
"CD008088.PUB3","Lu, D; Song, H; Shi, G","Anti‐TNF‐α treatment for pelvic pain associated with endometriosis","Cochrane Database of Systematic Reviews","2013",,"3","John Wiley & Sons, Ltd","1465-1858","Antibodies, Monoclonal [*therapeutic use]; Anti‐Inflammatory Agents [*therapeutic use]; Endometriosis [*complications]; Female; Humans; Infliximab; Pelvic Pain [*drug therapy]; Premenopause; Randomized Controlled Trials as Topic; Tumor Necrosis Factor‐alpha [*antagonists & inhibitors]","10.1002/14651858.CD008088.pub3","http://dx.doi.org/10.1002/14651858.CD008088.pub3","Gynaecology and Fertility"
"CD005640.PUB3","Gurusamy, KS; Koti, R; Davidson, BR","T‐tube drainage versus primary closure after open common bile duct exploration","Cochrane Database of Systematic Reviews","2013",,"6","John Wiley & Sons, Ltd","1465-1858","Choledocholithiasis [*surgery]; Common Bile Duct [*surgery]; Drainage [adverse effects, *instrumentation]; Humans; Length of Stay; Postoperative Complications [etiology]; Randomized Controlled Trials as Topic; Stents","10.1002/14651858.CD005640.pub3","http://dx.doi.org/10.1002/14651858.CD005640.pub3","Hepato-Biliary"
"CD008085","Gurusamy, KS; Li, J; Sharma, D; Davidson, BR","Pharmacological interventions to decrease blood loss and blood transfusion requirements for liver resection","Cochrane Database of Systematic Reviews","2009",,"4","John Wiley & Sons, Ltd","1465-1858","*Hepatectomy; Antithrombin III [administration & dosage]; Aprotinin [administration & dosage]; Blood Loss, Surgical [*prevention & control]; Blood Transfusion [*statistics & numerical data]; Deamino Arginine Vasopressin [administration & dosage]; Factor VIIa [administration & dosage]; Hemostatics [*administration & dosage]; Humans; Randomized Controlled Trials as Topic; Recombinant Proteins [administration & dosage]; Tranexamic Acid [administration & dosage]","10.1002/14651858.CD008085","http://dx.doi.org/10.1002/14651858.CD008085","Hepato-Biliary"
"CD005642.PUB3","Hauser, G; Awad, T; Thorlund, K; Štimac, D; Mabrouk, M; Gluud, C","Peginterferon alpha‐2a versus peginterferon alpha‐2b for chronic hepatitis C","Cochrane Database of Systematic Reviews","2014",,"2","John Wiley & Sons, Ltd","1465-1858","Antiviral Agents [*therapeutic use]; Drug Administration Schedule; Drug Therapy, Combination [methods]; Hepatitis C, Chronic [*drug therapy]; Humans; Interferon alpha-2; Interferon-alpha [*therapeutic use]; Polyethylene Glycols [*therapeutic use]; Randomized Controlled Trials as Topic; Recombinant Proteins [therapeutic use]; Ribavirin [therapeutic use]","10.1002/14651858.CD005642.pub3","http://dx.doi.org/10.1002/14651858.CD005642.pub3","Hepato-Biliary"
"CD008075.PUB3","Borthwick, EMJ; Hill, CJ; Rabindranath, KS; Maxwell, AP; McAuley, DF; Blackwood, B","High‐volume haemofiltration for sepsis in adults","Cochrane Database of Systematic Reviews","2017",,"1","John Wiley & Sons, Ltd","1465-1858","Adult; Critical Illness [mortality]; Hemodiafiltration [methods]; Hemofiltration [*methods, mortality]; Hospital Mortality; Humans; Intensive Care Units; Organ Dysfunction Scores; Randomized Controlled Trials as Topic; Sepsis [mortality, *therapy]; Shock, Septic [mortality, therapy]; Time Factors","10.1002/14651858.CD008075.pub3","http://dx.doi.org/10.1002/14651858.CD008075.pub3","Emergency and Critical Care"
"CD005649.PUB2","Macdonald, G; Turner, W","Treatment Foster Care for improving outcomes in children and young people","Cochrane Database of Systematic Reviews","2008",,"1","John Wiley & Sons, Ltd","1465-1858","Adolescent; Behavior Therapy [*methods]; Child; Child, Preschool; Family Therapy [*methods]; Female; Foster Home Care [*methods, psychology]; Humans; Infant; Juvenile Delinquency; Male; Mental Disorders [*therapy]; Program Evaluation; Social Behavior Disorders [psychology, *therapy]; Substance‐Related Disorders [therapy]; Terminology as Topic; Treatment Outcome","10.1002/14651858.CD005649.pub2","http://dx.doi.org/10.1002/14651858.CD005649.pub2","Developmental, Psychosocial and Learning Problems"
"CD008078.PUB2","Skoetz, N; Bauer, K; Elter, T; Monsef, I; Roloff, V; Hallek, M; Engert, A","Alemtuzumab for patients with chronic lymphocytic leukaemia","Cochrane Database of Systematic Reviews","2012",,"2","John Wiley & Sons, Ltd","1465-1858","Alemtuzumab; Antibodies, Monoclonal, Humanized [*therapeutic use]; Antibodies, Monoclonal, Murine‐Derived [therapeutic use]; Antineoplastic Agents [*therapeutic use]; Chlorambucil [therapeutic use]; Humans; Leukemia, Lymphocytic, Chronic, B‐Cell [*drug therapy, mortality]; Randomized Controlled Trials as Topic; Rituximab; Vidarabine [analogs & derivatives, therapeutic use]","10.1002/14651858.CD008078.pub2","http://dx.doi.org/10.1002/14651858.CD008078.pub2","Haematology"
"CD007077.PUB3","Hickey, BE; Lehman, M; Francis, DP; See, AM","Partial breast irradiation for early breast cancer","Cochrane Database of Systematic Reviews","2016",,"7","John Wiley & Sons, Ltd","1465-1858","Breast Neoplasms [pathology, *radiotherapy, surgery]; Breast [radiation effects]; Combined Modality Therapy [methods]; Disease‐Free Survival; Female; Humans; Mastectomy, Segmental; Neoplasm Recurrence, Local [prevention & control]; Organ Sparing Treatments [*methods]; Radiation Dose Hypofractionation; Radiotherapy [adverse effects, methods]; Randomized Controlled Trials as Topic","10.1002/14651858.CD007077.pub3","http://dx.doi.org/10.1002/14651858.CD007077.pub3","Breast Cancer"
"CD004136.PUB3","Lv, J; Perkovic, V; Foote, CV; Craig, ME; Craig, JC; Strippoli, GFM","Antihypertensive agents for preventing diabetic kidney disease","Cochrane Database of Systematic Reviews","2012",,"12","John Wiley & Sons, Ltd","1465-1858","Albuminuria [prevention & control]; Angiotensin Receptor Antagonists [*therapeutic use]; Angiotensin‐Converting Enzyme Inhibitors [*therapeutic use]; Antihypertensive Agents [*therapeutic use]; Calcium Channel Blockers [*therapeutic use]; Diabetic Nephropathies [*prevention & control]; Humans; Hypertension [drug therapy]; Randomized Controlled Trials as Topic","10.1002/14651858.CD004136.pub3","http://dx.doi.org/10.1002/14651858.CD004136.pub3","Kidney and Transplant"
"CD007069.PUB3","Cohn, DM; Vansenne, F; de Borgie, CA; Middeldorp, S","Thrombophilia testing for prevention of recurrent venous thromboembolism","Cochrane Database of Systematic Reviews","2012",,"12","John Wiley & Sons, Ltd","1465-1858","Humans; Secondary Prevention; Thrombophilia [complications, *diagnosis]; Venous Thromboembolism [etiology, *prevention & control]","10.1002/14651858.CD007069.pub3","http://dx.doi.org/10.1002/14651858.CD007069.pub3","Vascular"
"CD005624.PUB3","Nesbitt, C; Bedenis, R; Bhattacharya, V; Stansby, G","Endovenous ablation (radiofrequency and laser) and foam sclerotherapy versus open surgery for great saphenous vein varices","Cochrane Database of Systematic Reviews","2014",,"7","John Wiley & Sons, Ltd","1465-1858","*Saphenous Vein; Catheter Ablation [*methods]; Endovascular Procedures [*methods]; Humans; Laser Therapy [*methods]; Randomized Controlled Trials as Topic; Recurrence; Sclerotherapy [*methods]; Varicose Veins [*therapy]","10.1002/14651858.CD005624.pub3","http://dx.doi.org/10.1002/14651858.CD005624.pub3","Vascular"
"CD002742.PUB2","Nair, P; Milan, SJ; Rowe, BH","Addition of intravenous aminophylline to inhaled beta2‐agonists in adults with acute asthma","Cochrane Database of Systematic Reviews","2012",,"12","John Wiley & Sons, Ltd","1465-1858","Acute Disease; Adrenal Cortex Hormones [administration & dosage]; Adrenergic beta‐Agonists [*administration & dosage]; Adult; Aminophylline [*administration & dosage, adverse effects]; Asthma [*drug therapy]; Bronchodilator Agents [*administration & dosage, adverse effects]; Drug Therapy, Combination [methods]; Emergency Service, Hospital; Hospitalization [statistics & numerical data]; Humans; Injections, Intravenous; Randomized Controlled Trials as Topic","10.1002/14651858.CD002742.pub2","http://dx.doi.org/10.1002/14651858.CD002742.pub2","Airways"
"CD005643.PUB3","Gichuhi, S; Irlam, JH","Interventions for squamous cell carcinoma of the conjunctiva in HIV‐infected individuals","Cochrane Database of Systematic Reviews","2013",,"2","John Wiley & Sons, Ltd","1465-1858","Carcinoma, Squamous Cell [*therapy]; Conjunctival Neoplasms [*therapy]; HIV Infections [*complications]; Humans","10.1002/14651858.CD005643.pub3","http://dx.doi.org/10.1002/14651858.CD005643.pub3","HIV/AIDS"
"CD005637.PUB3","Thinkhamrop, J; Laopaiboon, M; Lumbiganon, P","Prophylactic antibiotics for transcervical intrauterine procedures","Cochrane Database of Systematic Reviews","2013",,"5","John Wiley & Sons, Ltd","1465-1858","*Antibiotic Prophylaxis; Cervix Uteri [surgery]; Dilatation and Curettage [adverse effects]; Female; Gynecologic Surgical Procedures [adverse effects, *methods]; Humans","10.1002/14651858.CD005637.pub3","http://dx.doi.org/10.1002/14651858.CD005637.pub3","Gynaecology and Fertility"
"CD005638.PUB3","Orozco, LJ; Tristan, M; Vreugdenhil, MMT; Salazar, A","Hysterectomy versus hysterectomy plus oophorectomy for premenopausal women","Cochrane Database of Systematic Reviews","2014",,"7","John Wiley & Sons, Ltd","1465-1858","*Premenopause; Combined Modality Therapy [methods]; Female; Genital Diseases, Female [*surgery]; Humans; Hysterectomy [*methods]; Ovariectomy [*methods]","10.1002/14651858.CD005638.pub3","http://dx.doi.org/10.1002/14651858.CD005638.pub3","Gynaecology and Fertility"
"CD008079.PUB2","Bauer, K; Rancea, M; Roloff, V; Elter, T; Hallek, M; Engert, A; Skoetz, N","Rituximab, ofatumumab and other monoclonal anti‐CD20 antibodies for chronic lymphocytic leukaemia","Cochrane Database of Systematic Reviews","2012",,"11","John Wiley & Sons, Ltd","1465-1858","Alemtuzumab; Antibodies, Monoclonal [adverse effects, therapeutic use]; Antibodies, Monoclonal, Humanized [adverse effects, therapeutic use]; Antibodies, Monoclonal, Murine‐Derived [adverse effects, therapeutic use]; Antineoplastic Agents [adverse effects, *therapeutic use]; Humans; Leukemia, Lymphocytic, Chronic, B‐Cell [*drug therapy]; Randomized Controlled Trials as Topic; Rituximab; Vidarabine [analogs & derivatives, therapeutic use]","10.1002/14651858.CD008079.pub2","http://dx.doi.org/10.1002/14651858.CD008079.pub2","Haematology"
